
Analysis completed in 330.28 seconds.
FileName: Sample Ch 2.docx,  Size: 178.52 KB
Line 1349: tokenisation. ->  No suggestions available
Line 1351: NLP, ->  Suggestions: alp, nap, nip, LP, Np
Line 1351: perceptrons ->  Suggestions: perceptions
Line 1351: perceptrons ->  Suggestions: perceptions
Line 1351: backpropagation, ->  No suggestions available
Line 1351: hyperparameters ->  No suggestions available
Line 1361: (NLP ->  Suggestions: alp, nap, nip, LP, Np
Line 1363: NLP: ->  Suggestions: alp, nap, nip, LP, Np
Line 1367: Akmajian ->  No suggestions available
Line 1367: et ->  Suggestions: er, pt, qt, rt, st, wt, ET, eta, etc, t, E, Ea, Ed, Eh, Em, En, Es, ETD, Eu, Ex, at, bet, ct, eat, est, ext, ft, get, gt, ht, it, jet, kt, let, met, mt, net, pet, set, vet, wet, yet, EC, EDT, EFT, EMT, Lt, NT, OT, Te, TET, Ut, Vt, YT
Line 1367: al. ->  Suggestions: all, am, Al, alb, ale, alp, alt, l, A, Ab, Ac, Ad, Ag, Ah, Ala, Ali, An, Ar, As, At, Au, Av, Aw, Ax, ail, awl, bl, cal, cl, fl, gal, kl, la, ll, ml, pal, pl, val, AA, AF, AI, AK, AOL, AP, ASL, AZ, HAL, IL, SAL, Tl, UL, XL
Line 1369: Mielke, ->  Suggestions: milks
Line 1369: Sabrina ->  Suggestions: Sabrina, Sabina
Line 1369: et ->  Suggestions: er, pt, qt, rt, st, wt, ET, eta, etc, t, E, Ea, Ed, Eh, Em, En, Es, ETD, Eu, Ex, at, bet, ct, eat, est, ext, ft, get, gt, ht, it, jet, kt, let, met, mt, net, pet, set, vet, wet, yet, EC, EDT, EFT, EMT, Lt, NT, OT, Te, TET, Ut, Vt, YT
Line 1369: al. ->  Suggestions: all, am, Al, alb, ale, alp, alt, l, A, Ab, Ac, Ad, Ag, Ah, Ala, Ali, An, Ar, As, At, Au, Av, Aw, Ax, ail, awl, bl, cal, cl, fl, gal, kl, la, ll, ml, pal, pl, val, AA, AF, AI, AK, AOL, AP, ASL, AZ, HAL, IL, SAL, Tl, UL, XL
Line 1369: Tokenization ->  No suggestions available
Line 1369: NLP.” ->  Suggestions: alp, nap, nip, LP, Np
Line 1369: arXiv ->  Suggestions: lxiv, xxiv, auxin, xiv, axis, clxiv, riv, xxxiv
Line 1369: preprint ->  Suggestions: reprint
Line 1369: arXiv:2112.10508 ->  Suggestions: lxiv, xxiv, auxin, xiv, axis, clxiv, riv, xxxiv
Line 1371: Bonan, ->  Suggestions: Bonn, Conan
Line 1371: et ->  Suggestions: er, pt, qt, rt, st, wt, ET, eta, etc, t, E, Ea, Ed, Eh, Em, En, Es, ETD, Eu, Ex, at, bet, ct, eat, est, ext, ft, get, gt, ht, it, jet, kt, let, met, mt, net, pet, set, vet, wet, yet, EC, EDT, EFT, EMT, Lt, NT, OT, Te, TET, Ut, Vt, YT
Line 1371: al. ->  Suggestions: all, am, Al, alb, ale, alp, alt, l, A, Ab, Ac, Ad, Ag, Ah, Ala, Ali, An, Ar, As, At, Au, Av, Aw, Ax, ail, awl, bl, cal, cl, fl, gal, kl, la, ll, ml, pal, pl, val, AA, AF, AI, AK, AOL, AP, ASL, AZ, HAL, IL, SAL, Tl, UL, XL
Line 1371: ACM ->  Suggestions: acme, cm, ac, ace, act, aim, am, arm, cam, ABM, Adm, ATM, LCM
Line 1375: Daniel ->  Suggestions: Daniel, Daniels, Danial
Line 1375: et ->  Suggestions: er, pt, qt, rt, st, wt, ET, eta, etc, t, E, Ea, Ed, Eh, Em, En, Es, ETD, Eu, Ex, at, bet, ct, eat, est, ext, ft, get, gt, ht, it, jet, kt, let, met, mt, net, pet, set, vet, wet, yet, EC, EDT, EFT, EMT, Lt, NT, OT, Te, TET, Ut, Vt, YT
Line 1375: al. ->  Suggestions: all, am, Al, alb, ale, alp, alt, l, A, Ab, Ac, Ad, Ag, Ah, Ala, Ali, An, Ar, As, At, Au, Av, Aw, Ax, ail, awl, bl, cal, cl, fl, gal, kl, la, ll, ml, pal, pl, val, AA, AF, AI, AK, AOL, AP, ASL, AZ, HAL, IL, SAL, Tl, UL, XL
Line 1375: IEEE ->  Suggestions: IEEE
Line 1387: Tokenization ->  No suggestions available
Line 1401: Lemmatisation ->  No suggestions available
Line 1403: sigmoid ->  No suggestions available
Line 1405: SentencePiece ->  No suggestions available
Line 1421: Sociolinguistics ->  No suggestions available
Line 1425: Activations ->  Suggestions: activation, activation's
Line 1433: GELU ->  Suggestions: gel, geld, gels
Line 1439: dimensionality ->  No suggestions available
Line 1441: lemmatisation? ->  No suggestions available
Line 1443: ReLU ->  Suggestions: rel, rely
Line 1443: sigmoid ->  No suggestions available
Line 1445: NLP ->  Suggestions: alp, nap, nip, LP, Np
Line 1445: tokenisation, ->  No suggestions available
Line 1445: POS ->  Suggestions: poss, poos, pis, pod, pow, pox, pus, pews, pose, posh, post, posy, cos, dos, hos, mos, nos, ops, pas, pods, poi, pol, pols, pom, poms, poo, pop, pops, pot, pots, pros, iOS, Los, Os, P's, PBS, PMS, Po, Po's, Poe, PPS, PS, SOS
Line 1445: lemmatisation ->  No suggestions available
Line 1449: favourite ->  Suggestions: favorite
Line 1459: tokenisation ->  No suggestions available
Line 1461: preprocessing ->  Suggestions: reprocessing
Line 1461: NLP ->  Suggestions: alp, nap, nip, LP, Np
Line 1463: sigmoid ->  No suggestions available
Line 1465: WordNet? ->  Suggestions: wordier
Line 1465: WordNet. ->  Suggestions: wordier
Line 1467: subword ->  Suggestions: sword
Line 1467: tokenisation? ->  No suggestions available
Line 1467: tokenisation ->  No suggestions available
Line 1469: NLP ->  Suggestions: alp, nap, nip, LP, Np
Line 1477: sigmoid ->  No suggestions available
Line 1477: σ(wTx ->  Suggestions: wax, wt, TWX, TX, WTO
Line 1485: Akmajian, ->  No suggestions available
Line 1485: Demers, ->  Suggestions: demurs, defers, deters
Line 1485: Harnish, ->  Suggestions: garnish, tarnish, varnish
Line 1485: MIT ->  Suggestions: mitt, bit, cit, kit, lit, mot, nit, meet, might, MIT, it, mite, emit, fit, git, hit, mat, met, mi, mic, mid, mil, milt, min, mint, mist, mix, mt, omit, pit, sit, tit, wit, zit, MDT, Mia, Mir, MST
Line 1487: Berlin, ->  Suggestions: Berlin, Berlins, Merlin, OBERLIN
Line 1487: Heidelberg: ->  Suggestions: Heidelberg
Line 1489: Cho, ->  Suggestions: chi, chew, so, choc, chop, chow, ho, Chou, ch, chg, chm, co, coho, coo, echo, oho, rho, tho, who, CEO, CFO, Che, CPO
Line 1489: Gulcehre, ->  No suggestions available
Line 1489: Bahdanau, ->  No suggestions available
Line 1489: Bougares, ->  Suggestions: cougar's, cougars
Line 1489: Schwenk, ->  No suggestions available
Line 1489: Bengio, ->  Suggestions: bongo
Line 1489: RNN ->  Suggestions: Rn, inn, ran, run, Ann, CNN, RNA, Ron
Line 1489: (EMNLP), ->  Suggestions: Emil, Emile, Emily
Line 1489: 1724–1734).URL ->  Suggestions: URL, URLs, burl, curl, furl, hurl, purl, urn, UL, Ur, Ural
Line 1491: Clark, ->  Suggestions: Clark, lark, Clarke, clack, clank, clerk, Clara, Clare
Line 1493: Eisenstein, ->  Suggestions: Eisenstein
Line 1493: MIT ->  Suggestions: mitt, bit, cit, kit, lit, mot, nit, meet, might, MIT, it, mite, emit, fit, git, hit, mat, met, mi, mic, mid, mil, milt, min, mint, mist, mix, mt, omit, pit, sit, tit, wit, zit, MDT, Mia, Mir, MST
Line 1495: Elman, ->  Suggestions: elan, Elma
Line 1495: 179–211.URL ->  Suggestions: URL, URLs, burl, curl, furl, hurl, purl, urn, UL, Ur, Ural
Line 1497: Gage, ->  Suggestions: gags, gate, gave, gaze, Gage, age, cage, gag, gaga, gale, game, gape, gauge, mage, page, rage, sage, wage
Line 1499: Gers, ->  Suggestions: gees, gets, hers, gars, gears, gels, gems, gens, germ, germs, goers, Ge's, Ger, Ger's, Gere
Line 1499: Schmidhuber, ->  No suggestions available
Line 1499: Cummins, ->  Suggestions: cumming, Cummings
Line 1499: lstm. ->  Suggestions: lam, lat, late, lats, let, lets, loom, slum, sum, est, ism, last, lasts, lath, lest, list, lists, lit, lite, loam, lost, lot, lots, ls, lust, lusts, lusty, lute, sim, slam, slim, st, stem, sty, ltd, std
Line 1499: Comput., ->  Suggestions: compute
